id,单价,总价,区,小区,户型,面积,朝向,装修,是否有电梯,关注人数,带看人数,发布时间,地区,楼,建楼年份,楼层
2655,33143,260,龙岗,国展苑  , 2室2厅 ,78.45, 东 , 其他 ,1,52,99, 9个月以前发布,  布吉关,34,2002,低
2656,45475,405,龙岗,万科翰邻城  , 3室2厅 ,89.06, 南 , 精装,0,91,99, 一年前发布,  中心城北,32,2011,低
2657,35406,242,龙岗,水晶之城  , 2室2厅 ,68.35, 南 , 精装 ,0,99,97, 5个月以前发布,  大运新城,6,2002,低
2658,46021,440,龙岗,锦绣东方  , 3室2厅 ,95.61, 北 , 简装 ,1,38,96, 7个月以前发布,  中心城南,11,2005,低
2659,43371,385,龙岗,恒大国香山  , 3室2厅 ,88.77, 东南 , 其他 ,1,60,95, 5个月以前发布,  布吉南岭,41,2015,低
2660,53060,470,龙岗,万科翰邻城  , 4室2厅 ,88.58, 南 北 , 其他 ,1,61,94, 9个月以前发布,  中心城北,24,2011,中
2661,47840,455,龙岗,桂芳园八期  , 3室2厅 ,95.11, 西南 , 其他 ,1,134,89, 5个月以前发布,  布吉大芬,18,2006,低
2662,36137,770,龙岗,中海康城国际一期  , 5室2厅 ,213.08, 南 北 , 毛坯 ,1,111,89, 一年前发布,  大运新城,17,2011,低
2663,35986,180,龙岗,国展苑  , 2室1厅 ,50.02, 北 , 其他,0,240,89, 5个月以前发布,  布吉关,35,2002,中
2664,32307,282,龙岗,万象天成  , 2室1厅 ,87.29, 东南 , 其他 ,1,72,88, 7个月以前发布,  中心城东,24,2010,低
2665,38456,260,龙岗,中兆花园  , 3室1厅 ,67.61, 东北 , 简装,0,142,88, 2个月以前发布,  布吉大芬,8,2001,中
2666,40532,345,龙岗,振业城  , 4室2厅 ,85.12, 南 , 精装,0,485,88, 1个月以前发布,  横岗,6,2006,低
2667,42976,375,龙岗,中海康城国际一期  , 3室2厅 ,87.26, 西南 , 精装 ,1,35,86, 一年前发布,  大运新城,30,2011,中
2668,42046,555,龙岗,星河时代  , 4室2厅 ,132, 东南 , 毛坯 ,1,53,85, 6个月以前发布,  大运新城,32,2012,高
2669,37928,213,龙岗,国展苑  , 2室1厅 ,56.16, 东南 , 简装 ,1,45,85, 2个月以前发布,  布吉关,32,2003,高
2670,39531,182,龙岗,中兆花园  , 2室1厅 ,46.04, 东南 , 其他 ,1,66,85, 3个月以前发布,  布吉大芬,22,2001,中
2671,37407,255,龙岗,吉祥来花园  , 2室2厅 ,68.17, 西南 , 其他 ,1,145,84, 6个月以前发布,  中心城南,15,2002,中
2672,36514,400,龙岗,龙岗天健郡城  , 3室2厅 ,109.55, 南 , 精装 ,1,58,83, 9个月以前发布,  中心城北,18,2004,低
2673,55227,420,龙岗,桂芳园四期  , 3室1厅 ,76.05, 南 , 精装,0,142,83, 一年前发布,  布吉大芬,11,2002,高
2674,42046,555,龙岗,星河时代  , 4室1厅 ,132, 东南 , 毛坯 ,1,45,83, 6个月以前发布,  大运新城,32,2012,高
2675,40881,260,龙岗,新鸿花园  , 2室1厅 ,63.6, 西北 , 简装 ,1,40,83, 3个月以前发布,  中心城南,26,2005,中
2676,35711,715,龙岗,深业紫麟山花园  , 4室2厅 ,200.22, 北 , 毛坯 ,1,79,82, 7个月以前发布,  中心城北,9,2011,高
2677,54921,490,龙岗,万科第五园八期  , 3室2厅 ,89.22, 南 , 其他 ,1,77,82, 9个月以前发布,  坂田,18,2009,高
2678,69789,620,龙岗,星河银湖谷  , 4室2厅 ,88.84, 西南 , 毛坯,0,59,81, 5个月以前发布,  坂田,48,2014,高
2679,48071,375,龙岗,万科翰邻城  , 3室2厅 ,78.01, 南 , 毛坯 ,1,34,81, 3个月以前发布,  中心城北,28,2011,低
2680,47734,950,龙岗,瑞华园  , 10室2厅 ,199.02, 南 , 毛坯 ,1,61,80, 一年前发布,  中心城北,20,2009,高
2681,45770,410,龙岗,信义假日名城博雅园  , 3室2厅 ,89.58, 北 , 精装 ,1,97,80, 5个月以前发布,  布吉关,11,2002,低
2682,44329,390,龙岗,宝能悦澜山花园  , 4室2厅 ,87.98, 南 北 , 精装 ,1,88,79, 6个月以前发布,  中心城北,30,2014,中
2683,43756,350,龙岗,满京华喜悦里  , 3室1厅 ,79.99, 东南 , 其他 ,1,53,78, 6个月以前发布,  中心城东,31,2013,高
2684,54020,250,龙岗,英郡年华  , 2室1厅 ,46.28, 东北 , 简装 ,1,58,78, 7个月以前发布,  丹竹头,25,2008,中
2685,46660,389,龙岗,珠江旭景佳园  , 3室2厅 ,83.37, 东南 , 精装 ,1,189,78, 3个月以前发布,  坂田,18,2008,高
2686,44118,390,龙岗,THETOWN乐城  , 3室2厅 ,88.4, 东南 , 其他 ,1,56,77, 9个月以前发布,  大运新城,33,2015,高
2687,39436,285,龙岗,阳光花园  , 2室1厅 ,72.27, 南 , 其他 ,1,43,77, 7个月以前发布,  布吉街,11,2003,高
2688,43302,500,龙岗,万科四季花城一期  , 4室2厅 ,115.47, 西 , 简装,0,75,77, 一年前发布,  坂田,7,2000,中
2689,70922,630,龙岗,星河银湖谷  , 4室1厅 ,88.83, 南 , 毛坯,0,17,77, 2个月以前发布,  坂田,48,2014,中
2690,47237,535,龙岗,万科四季花城一期  , 3室2厅 ,113.26, 南 北 , 精装,0,72,77, 8个月以前发布,  坂田,7,2000,中
2691,35296,235,龙岗,东方瑞景苑  , 2室1厅 ,66.58, 东 , 其他 ,1,190,76, 9个月以前发布,  中心城东,23,2011,高
2692,33802,195,龙岗,振业峦山谷  , 2室2厅 ,57.69, 南 , 其他,0,342,76, 1个月以前发布,  龙岗宝荷,32,2009,低
2693,36016,320,龙岗,麓园  , 3室1厅 ,88.85, 北 东北 , 毛坯 ,1,20,76, 5个月以前发布,  中心城北,34,2016,中
2694,32792,250,龙岗,国展苑  , 2室2厅 ,76.24, 南 , 其他,0,79,75, 4个月以前发布,  布吉关,35,1999,低
2695,39360,450,龙岗,中海康城花园二期  , 3室2厅 ,114.33, 东 , 精装 ,1,66,74, 一年前发布,  大运新城,24,2011,高
2696,49902,430,龙岗,信义御城豪园  , 3室2厅 ,86.17, 南 北 , 精装 ,1,69,74, 7个月以前发布,  横岗,32,2013,中
2697,48359,520,龙岗,佳兆业可园四期  , 3室2厅 ,107.53, 东南 , 精装 ,1,12,73, 7个月以前发布,  布吉南岭,22,2006,低
2698,44912,526,龙岗,文峰华庭  , 4室2厅 ,117.12, 东北 , 其他 ,1,23,73, 8个月以前发布,  布吉南岭,33,2014,高
2699,33211,225,龙岗,万科红三期  , 2室1厅 ,67.75, 北 , 精装 ,1,534,73, 6个月以前发布,  布吉站,28,2014,低
2700,40743,305,龙岗,大世纪水山缘  , 3室1厅 ,74.86, 东南 , 其他 ,1,13,73, 2个月以前发布,  布吉南岭,11,2004,中
2701,36806,259,龙岗,东方明珠城  , 2室2厅 ,70.37, 东 , 其他,0,130,72, 3个月以前发布,  中心城东,32,2007,低
2702,35500,142,龙岗,中央悦城  , 2室1厅 ,40, 东 , 精装 ,1,235,70, 一年前发布,  中心城北,32,2013,低
2703,40471,550,龙岗,振业城  , 4室2厅 ,135.9, 南 , 简装 ,0,120,70, 6个月以前发布,  横岗,6,2009,高
2704,46144,420,龙岗,桂芳园五期  , 3室2厅 ,91.02, 东南 , 其他,0,70,70, 5个月以前发布,  布吉大芬,14,2003,高
2705,40471,550,龙岗,振业城  , 4室2厅 ,135.9, 南 , 简装 ,0,120,70, 6个月以前发布,  横岗,6,2009,高
2706,44915,450,龙岗,桂芳园八期  , 3室1厅 ,100.19, 东北 , 其他 ,1,27,69, 一年前发布,  布吉大芬,18,2006,低
2707,46595,390,龙岗,康达尔花园五期蝴蝶堡  , 3室1厅 ,83.7, 东 , 精装 ,1,112,69, 一年前发布,  布吉大芬,34,2009,高
2708,48752,525,龙岗,万科四季花城七期  , 3室2厅 ,107.69, 南 北 , 简装 ,1,40,69, 一年前发布,  坂田,9,2003,中
2709,38259,340,龙岗,招商依山郡  , 3室2厅 ,88.87, 南 , 精装,0,240,69, 一年前发布,  中心城北,18,2009,中
2710,28890,135,龙岗,德福花园  , 1室1厅 ,46.73, 东 , 简装 ,1,166,69, 6个月以前发布,  布吉街,19,1998,低
2711,41340,510,龙岗,桂芳园六期  , 4室2厅 ,123.37, 西南 , 精装 ,1,36,69, 一年前发布,  布吉大芬,18,2004,中
2712,46517,418,龙岗,阳光第五季  , 3室2厅 ,89.86, 北 , 其他,0,157,69, 3个月以前发布,  坂田,11,2008,高
2713,39347,335,龙岗,大世纪水山缘  , 3室1厅 ,85.14, 北 , 简装 ,1,38,69, 4个月以前发布,  布吉南岭,11,2006,中
2714,36404,215,龙岗,龙珠花园  , 2室1厅 ,59.06, 南 , 简装,0,96,68, 6个月以前发布,  布吉站,31,1999,低
2715,48936,315,龙岗,康达尔花园五期蝴蝶堡  , 2室2厅 ,64.37, 西北 , 其他,0,55,68, 3个月以前发布,  布吉大芬,34,2009,高
2716,37918,228,龙岗,帝景峰  , 2室2厅 ,60.13, 西南 , 其他,0,68,68, 一年前发布,  布吉大芬,35,2003,低
2717,45956,450,龙岗,佳兆业可园二期  , 3室2厅 ,97.92, 东南 , 其他 ,1,89,67, 10个月以前发布,  布吉南岭,16,2005,低
2718,27968,160,龙岗,宝龙花园  , 2室1厅 ,57.21, 东南 , 其他 ,1,493,67, 7个月以前发布,  布吉街,28,2004,中
2719,30478,111,龙岗,东方瑞景苑  , 1室0厅 ,36.42, 北 , 其他 ,1,88,67, 9个月以前发布,  中心城东,23,2011,高
2720,38096,668,龙岗,欧景花园二期  , 5室2厅 ,175.35, 南 , 其他 ,1,41,67, 一年前发布,  中心城南,17,2005,低
2721,36112,253,龙岗,中兆花园  , 2室1厅 ,70.06, 东北 , 其他 ,1,121,67, 1个月以前发布,  布吉大芬,22,2001,中
2722,34731,310,龙岗,振业天峦  , 3室1厅 ,89.26, 东南 南 , 其他 ,1,96,66, 9个月以前发布,  龙岗宝荷,33,2012,低
2723,44514,400,龙岗,星都豪庭  , 3室2厅 ,89.86, 西 , 毛坯,0,25,66, 11个月以前发布,  布吉大芬,19,2012,高
2724,35407,850,龙岗,中海康城国际一期  , 4室2厅 ,240.07, 南 , 毛坯 ,1,82,66, 一年前发布,  大运新城,18,2012,低
2725,44575,290,龙岗,花语岸  , 2室2厅 ,65.06, 南 , 其他 ,1,106,65, 一年前发布,  布吉街,26,2009,低
2726,53315,485,龙岗,万科城四期  , 3室2厅 ,90.97, 南 , 其他 ,1,60,65, 6个月以前发布,  坂田,27,2008,中
2727,45888,308,龙岗,信义假日名城五期B山翠居  , 2室1厅 ,67.12, 西南 , 精装,0,45,65, 6个月以前发布,  布吉关,24,2007,低
2728,46059,246,龙岗,和兴苑  , 2室1厅 ,53.41, 南 , 简装 ,0,26,65, 8个月以前发布,  中心城南,7,2000,中
2729,36425,227,龙岗,招商依山郡  , 1室1厅 ,62.32, 南 , 精装,0,27,65, 4个月以前发布,  中心城北,16,2006,中
2730,44141,200,龙岗,京南华庭  , 2室1厅 ,45.31, 东北 , 其他,0,384,65, 4个月以前发布,  布吉站,18,2008,低
2731,33514,248,龙岗,国展苑  , 2室1厅 ,74, 东南 , 简装,0,51,65, 4个月以前发布,  布吉关,35,2002,中
2732,61290,440,龙岗,中森双子座公馆  , 3室1厅 ,71.79, 北 , 精装,0,49,65, 7个月以前发布,  大运新城,24,2012,中
2733,46512,160,龙岗,水晶之城  , 2室1厅 ,34.4, 东南 , 精装 ,0,149,64, 11个月以前发布,  大运新城,4,2002,中
2734,40000,528,龙岗,星河时代  , 4室1厅 ,132, 东南 , 毛坯 ,1,50,64, 6个月以前发布,  大运新城,32,2012,低
2735,37252,225,龙岗,龙珠花园  , 2室2厅 ,60.4, 北 , 精装,0,109,64, 一年前发布,  布吉站,30,1997,低
2736,52944,760,龙岗,学府道花园  , 4室2厅 ,143.55, 南 北 , 毛坯 ,1,21,63, 一年前发布,  中心城南,34,2013,低
2737,37000,185,龙岗,国展苑  , 2室1厅 ,50, 东北 , 简装 ,1,89,63, 10个月以前发布,  布吉关,35,2002,低
2738,49417,470,龙岗,桂芳园八期  , 3室2厅 ,95.11, 南 , 其他 ,1,52,63, 7个月以前发布,  布吉大芬,18,2006,高
2739,68001,598,龙岗,星河银湖谷  , 4室2厅 ,87.94, 西北 , 毛坯 ,1,13,63, 6个月以前发布,  坂田,48,2016,高
2740,43563,225,龙岗,THETOWN乐城  , 2室1厅 ,51.65, 东南 , 其他 ,1,33,62, 4个月以前发布,  大运新城,33,2014,中
2741,46133,300,龙岗,康达尔花园五期蝴蝶堡  , 2室1厅 ,65.03, 西北 , 其他 ,1,133,62, 一年前发布,  布吉大芬,34,2009,中
2742,46968,1300,龙岗,振业城  , 6室2厅 ,276.79, 南 , 其他 ,0,12,62, 一年前发布,  横岗,1,2009,低
2743,47600,355,龙岗,康达尔花园五期蝴蝶堡  , 3室1厅 ,74.58, 东 , 精装 ,1,55,62, 一年前发布,  布吉大芬,34,2009,中
2744,38086,335,龙岗,华业玫瑰郡  , 3室2厅 ,87.96, 南 , 精装 ,1,46,62, 一年前发布,  中心城北,32,2008,低
2745,52709,470,龙岗,万科红四期  , 3室1厅 ,89.17, 南 , 其他 ,1,25,62, 5个月以前发布,  布吉站,31,2015,低
2746,48707,420,龙岗,恒大国香山  , 3室1厅 ,86.23, 东南 , 精装 ,1,49,61, 8个月以前发布,  布吉南岭,41,2015,中
2747,40000,528,龙岗,星河时代  , 4室1厅 ,132, 东南 , 毛坯 ,1,64,61, 6个月以前发布,  大运新城,32,2012,低
2748,36467,315,龙岗,阳光花园  , 3室2厅 ,86.38, 南 , 简装 ,0,107,61, 一年前发布,  布吉街,7,2003,中
2749,39505,249,龙岗,中兆花园  , 3室1厅 ,63.03, 东南 , 简装 ,0,176,61, 一年前发布,  布吉大芬,8,2001,低
2750,46747,760,龙岗,星河时代  , 4室2厅 ,162.58, 东南 , 毛坯 ,1,15,60, 7个月以前发布,  大运新城,32,2012,中
2751,36968,810,龙岗,招商依山郡  , 5室2厅 ,219.11, 南 , 精装 ,1,52,60, 7个月以前发布,  中心城北,9,2006,高
2752,38680,300,龙岗,振业峦山谷  , 3室1厅 ,77.56, 南 , 精装 ,1,93,60, 6个月以前发布,  龙岗宝荷,33,2009,中
2753,34313,215,龙岗,粤宝花园  , 2室2厅 ,62.66, 北 , 精装 ,1,47,60, 一年前发布,  布吉街,18,2003,中
2754,45732,360,龙岗,珠江旭景佳园  , 2室1厅 ,78.72, 东北 , 精装 ,1,28,59, 3个月以前发布,  坂田,23,2008,低
2755,32358,345,龙岗,东方明珠城  , 4室2厅 ,106.62, 南 , 其他 ,1,170,59, 6个月以前发布,  中心城东,32,2007,低
2756,31047,205,龙岗,雅豪祥苑  , 2室1厅 ,66.03, 东南 , 其他 ,0,176,59, 4个月以前发布,  中心城东,6,2003,高
2757,34832,210,龙岗,丽湖花园三期  , 2室1厅 ,60.29, 西北 , 其他 ,1,46,59, 4个月以前发布,  布吉水径,20,2000,中
2758,38566,256,龙岗,文峰华庭  , 2室2厅 ,66.38, 西北 , 简装,0,99,59, 一年前发布,  布吉南岭,20,2014,中
2759,40174,185,龙岗,中兆花园  , 2室1厅 ,46.05, 西北 , 其他 ,1,148,59, 一年前发布,  布吉大芬,22,2001,高
2760,30118,270,龙岗,鸿基花园  , 3室1厅 ,89.65, 西南 , 简装 ,0,169,58, 一年前发布,  中心城南,7,2002,高
2761,53216,470,龙岗,信义荔山公馆  , 3室2厅 ,88.32, 南 , 其他,0,55,58, 5个月以前发布,  布吉站,18,2012,中
2762,49843,570,龙岗,万科城二期  , 3室2厅 ,114.36, 南 , 其他 ,1,45,58, 一年前发布,  坂田,6,2004,低
2763,44445,158,龙岗,水晶之城  , 2室1厅 ,35.55, 南 , 简装 ,0,162,58, 5个月以前发布,  大运新城,4,2002,中
2764,34734,205,龙岗,龙珠花园  , 2室1厅 ,59.02, 东 , 简装,0,168,58, 7个月以前发布,  布吉站,30,1999,中
2765,42530,380,龙岗,英郡年华  , 3室1厅 ,89.35, 东南 , 精装 ,1,53,57, 3个月以前发布,  丹竹头,18,2006,中
2766,59763,715,龙岗,熙和园  , 4室2厅 ,119.64, 东南 , 毛坯 ,1,20,56, 8个月以前发布,  中心城北,30,2011,中
2767,50562,450,龙岗,佳兆业城市广场一期  , 3室2厅 ,89, 南 , 其他 ,1,101,56, 一年前发布,  坂田,48,2015,低
2768,39419,350,龙岗,百合盛世二期  , 4室2厅 ,88.79, 东南 , 其他 ,1,29,56, 一年前发布,  中心城北,32,2015,低
2769,55193,405,龙岗,鸿荣源尚峰  , 3室2厅 ,73.38, 西南 , 精装,0,20,56, 3个月以前发布,  布吉大芬,30,2016,高
2770,44044,227,龙岗,THETOWN乐城  , 2室1厅 ,51.54, 西南 , 其他 ,1,73,56, 7个月以前发布,  大运新城,33,2013,高
2771,69532,610,龙岗,星河银湖谷  , 4室2厅 ,87.73, 北 , 毛坯 ,1,15,56, 7个月以前发布,  坂田,48,2016,中
2772,34350,205,龙岗,振业峦山谷  , 2室1厅 ,59.68, 西南 , 简装 ,1,28,55, 1个月以前发布,  龙岗宝荷,33,2010,低
2773,32529,198,龙岗,阳光翠园  , 2室1厅 ,60.87, 南 北 , 其他 ,0,155,55, 4个月以前发布,  布吉南岭,8,1999,中
2774,46938,305,龙岗,英郡年华  , 2室1厅 ,64.98, 东北 , 简装 ,1,73,55, 5个月以前发布,  丹竹头,29,2008,中
2775,57463,360,龙岗,万科四季花城二期  , 2室2厅 ,62.65, 北 , 简装 ,1,153,55, 7个月以前发布,  坂田,11,2000,中
2776,41705,368,龙岗,满京华喜悦里  , 3室2厅 ,88.24, 西南 , 毛坯 ,1,51,55, 5个月以前发布,  中心城东,32,2014,高
2777,47832,460,龙岗,英郡年华  , 3室2厅 ,96.17, 东南 , 其他 ,1,39,55, 7个月以前发布,  丹竹头,28,2008,高
2778,38864,260,龙岗,中城康桥花园一期  , 2室2厅 ,66.9, 南 , 精装,0,54,55, 7个月以前发布,  丹竹头,7,2000,中
2779,52847,465,龙岗,佳兆业城市广场一期  , 3室1厅 ,87.99, 东南 , 其他 ,1,62,55, 7个月以前发布,  坂田,47,2015,低
2780,34452,230,龙岗,叠翠新峰花园  , 2室1厅 ,66.76, 东南 , 其他 ,1,81,55, 4个月以前发布,  中心城东,9,2004,高
2781,52225,466,龙岗,星河时代  , 4室2厅 ,89.23, 西南 , 精装 ,1,79,54, 一年前发布,  大运新城,33,2012,低
2782,34865,170,龙岗,荣超花园  , 1室1厅 ,48.76, 东南 , 精装 ,1,69,54, 一年前发布,  布吉关,23,2000,低
2783,49294,600,龙岗,文峰华庭  , 4室2厅 ,121.72, 南 , 精装 ,1,2,54, 9个月以前发布,  布吉南岭,33,2014,中
2784,29699,183,龙岗,榭丽花园  , 2室1厅 ,61.62, 东南 , 其他 ,0,196,54, 一年前发布,  中心城东,8,2000,低
2785,46572,254,龙岗,桂芳园八期  , 2室1厅 ,54.54, 东南 , 其他,0,132,54, 5个月以前发布,  布吉大芬,12,2006,高
2786,41257,360,龙岗,中海康城国际一期  , 3室2厅 ,87.26, 南 , 精装,0,129,54, 3个月以前发布,  大运新城,30,2011,低
2787,33654,350,龙岗,愉园新苑  , 3室2厅 ,104, 北 , 其他,0,47,54, 10个月以前发布,  中心城南,11,2003,中
2788,40656,238,龙岗,阳光花园  , 2室2厅 ,58.54, 南 , 其他 ,0,84,54, 9个月以前发布,  布吉街,7,2003,中
2789,39468,436,龙岗,万科清林径  , 3室2厅 ,110.47, 东南 , 精装 ,1,27,54, 9个月以前发布,  中心城北,30,2012,低
2790,57891,566,龙岗,万科城一期  , 3室2厅 ,97.77, 南 , 简装,0,39,54, 5个月以前发布,  坂田,6,2004,中
2791,47195,418,龙岗,万科公园里二期  , 3室2厅 ,88.57, 南 , 精装,0,69,54, 1个月以前发布,  布吉南岭,32,2014,高
2792,39216,260,龙岗,南景豪庭  , 2室1厅 ,66.3, 东 东南 , 其他,0,164,54, 1个月以前发布,  布吉大芬,21,2003,中
2793,39468,436,龙岗,万科清林径  , 3室2厅 ,110.47, 东南 , 精装 ,1,27,54, 9个月以前发布,  中心城北,30,2012,低
2794,33654,350,龙岗,愉园新苑  , 3室2厅 ,104, 北 , 其他,0,47,54, 10个月以前发布,  中心城南,11,2003,中
2795,43384,480,龙岗,万科四季花城三期  , 3室2厅 ,110.64, 东 , 简装 ,0,75,54, 一年前发布,  坂田,6,2001,低
2796,47195,418,龙岗,万科公园里二期  , 3室2厅 ,88.57, 南 , 精装,0,69,54, 1个月以前发布,  布吉南岭,32,2014,高
2797,39216,260,龙岗,南景豪庭  , 2室1厅 ,66.3, 东 东南 , 其他,0,164,54, 1个月以前发布,  布吉大芬,21,2003,中
2798,44569,510,龙岗,信义御城豪园  , 4室2厅 ,114.43, 西南 , 毛坯 ,1,1,54, 10个月以前发布,  横岗,32,2013,中
2799,35592,320,龙岗,深圳海航城  , 3室1厅 ,89.91, 东南 , 其他 ,1,56,54, 6个月以前发布,  中心城东,33,2015,中
2800,37758,198,龙岗,龙城华府  , 2室1厅 ,52.44, 西北 , 其他 ,1,56,53, 3个月以前发布,  中心城南,18,2007,高
2801,54639,255,龙岗,英郡年华  , 2室1厅 ,46.67, 东北 , 其他 ,1,40,53, 6个月以前发布,  丹竹头,25,2008,中
2802,34607,308,龙岗,中海怡翠山庄一期  , 3室1厅 ,89, 东南 , 精装 ,0,163,53, 一年前发布,  布吉水径,7,2000,低
2803,43440,385,龙岗,花语岸  , 3室2厅 ,88.63, 南 , 其他 ,1,36,53, 5个月以前发布,  布吉街,30,2009,中
2804,41004,268,龙岗,桂芳园三期  , 2室2厅 ,65.36, 西北 , 其他,0,81,53, 10个月以前发布,  布吉大芬,11,2002,低
2805,61708,540,龙岗,信义嘉御山  , 3室2厅 ,87.51, 东 , 其他 ,1,19,53, 3个月以前发布,  坂田,33,2013,中
2806,38942,153,龙岗,万科公园里一期  , 1室0厅 ,39.29, 南 , 其他 ,1,122,52, 8个月以前发布,  布吉南岭,29,2013,中
2807,46444,510,龙岗,风临域  , 5室2厅 ,109.81, 西南 , 毛坯 ,1,40,52, 一年前发布,  中心城南,17,2008,中
2808,40655,370,龙岗,理想家园  , 3室2厅 ,91.01, 北 , 简装 ,1,40,52, 一年前发布,  布吉关,11,2005,低
2809,36889,230,龙岗,祥云苑  , 2室1厅 ,62.35, 南 , 精装 ,0,241,52, 7个月以前发布,  布吉大芬,8,1999,中
2810,44173,440,龙岗,桂芳园八期  , 3室1厅 ,99.61, 北 , 其他 ,1,27,52, 一年前发布,  布吉大芬,18,2006,低
2811,57021,800,龙岗,信义嘉御山  , 4室2厅 ,140.3, 东南 , 毛坯 ,1,45,52, 一年前发布,  坂田,31,2013,低
2812,43026,310,龙岗,理想家园  , 2室1厅 ,72.05, 南 , 精装 ,1,26,52, 5个月以前发布,  布吉关,9,2004,中
2813,59888,530,龙岗,万科第五园九期  , 3室2厅 ,88.5, 南 , 其他,0,28,52, 1个月以前发布,  坂田,39,2016,高
2814,53016,610,龙岗,万科四季花城七期  , 3室2厅 ,115.06, 南 东北 , 精装 ,0,40,51, 一年前发布,  坂田,3,2003,低
2815,35579,280,龙岗,万科清林径  , 2室1厅 ,78.7, 南 , 精装 ,1,94,51, 7个月以前发布,  中心城北,32,2009,中
2816,47483,465,龙岗,万科四季花城一期  , 3室2厅 ,97.93, 南 北 , 其他 ,0,69,51, 9个月以前发布,  坂田,6,2000,高
2817,55524,390,龙岗,万科里城  , 2室2厅 ,70.24, 西 , 其他 ,1,31,51, 4个月以前发布,  坂田,18,2010,低
2818,46303,340,龙岗,佳兆业可园六期  , 2室2厅 ,73.43, 南 , 精装 ,1,53,51, 3个月以前发布,  布吉南岭,22,2007,中
2819,43099,222,龙岗,THETOWN乐城  , 2室1厅 ,51.51, 东北 , 精装,0,45,51, 3个月以前发布,  大运新城,33,2014,中
2820,29849,231,龙岗,佳兆业水岸新都  , 2室1厅 ,77.39, 南 , 其他 ,1,63,51, 6个月以前发布,  中心城东,28,2007,中
2821,55951,480,龙岗,星河时代  , 3室2厅 ,85.79, 西南 , 精装 ,1,36,51, 2个月以前发布,  大运新城,33,2012,中
2822,53990,360,龙岗,信义荔山公馆  , 2室1厅 ,66.68, 西南 , 其他 ,1,21,51, 9个月以前发布,  布吉站,25,2011,高
2823,43099,222,龙岗,THETOWN乐城  , 2室1厅 ,51.51, 东北 , 精装,0,45,51, 3个月以前发布,  大运新城,33,2014,中
2824,55951,480,龙岗,星河时代  , 3室2厅 ,85.79, 西南 , 精装 ,1,36,51, 2个月以前发布,  大运新城,33,2012,中
2825,29849,231,龙岗,佳兆业水岸新都  , 2室1厅 ,77.39, 南 , 其他 ,1,63,51, 6个月以前发布,  中心城东,28,2007,中
2826,37381,298,龙岗,百合星城一期  , 3室1厅 ,79.72, 南 , 其他,0,116,51, 2个月以前发布,  布吉关,30,2003,中
2827,47988,440,龙岗,佳兆业可园五期  , 3室1厅 ,91.69, 北 , 毛坯 ,1,32,50, 一年前发布,  布吉南岭,30,2005,中
2828,50690,680,龙岗,信义御城豪园  , 4室2厅 ,134.15, 南 , 毛坯 ,1,22,50, 一年前发布,  横岗,32,2013,中
2829,34116,192,龙岗,友联花园  , 2室2厅 ,56.28, 东南 , 简装 ,0,175,50, 一年前发布,  布吉大芬,7,2002,高
2830,44033,228,龙岗,THETOWN乐城  , 2室1厅 ,51.78, 西北 , 其他 ,1,153,50, 8个月以前发布,  大运新城,33,2013,中
2831,35169,230,龙岗,半岛苑  , 2室1厅 ,65.4, 南 北 , 其他 ,0,169,50, 一年前发布,  布吉大芬,8,2000,低
2832,51466,620,龙岗,佳兆业城市广场一期  , 4室1厅 ,120.47, 北 , 其他 ,1,27,50, 1个月以前发布,  坂田,48,2013,低
2833,52143,398,龙岗,万科第五园八期  , 2室2厅 ,76.33, 东南 , 其他 ,1,83,50, 6个月以前发布,  坂田,20,2009,高
2834,56825,485,龙岗,信义荔山公馆  , 3室1厅 ,85.35, 北 , 精装 ,1,23,50, 一年前发布,  布吉站,25,2009,低
2835,50168,360,龙岗,阳光第五季  , 3室1厅 ,71.76, 南 , 其他 ,1,129,50, 9个月以前发布,  坂田,11,2008,中
2836,44201,213,龙岗,信义锦绣花园  , 2室1厅 ,48.19, 东 , 其他 ,1,160,50, 9个月以前发布,  横岗,11,2008,中
2837,37522,235,龙岗,龙威花园二期  , 2室1厅 ,62.63, 东北 , 其他 ,1,40,50, 3个月以前发布,  布吉站,15,2003,高
2838,49100,420,龙岗,锦绣东方  , 3室2厅 ,85.54, 北 , 精装 ,1,45,50, 6个月以前发布,  中心城南,11,2005,高
2839,55565,680,龙岗,佳兆业城市广场一期  , 4室2厅 ,122.38, 东南 , 精装,0,39,50, 2个月以前发布,  坂田,49,2013,低
2840,37351,318,龙岗,大世纪水山缘  , 3室1厅 ,85.14, 东南 东北 , 其他,0,17,50, 1个月以前发布,  布吉南岭,11,2006,中
2841,44593,308,龙岗,康桥紫郡  , 3室1厅 ,69.07, 北 , 精装 ,1,44,50, 4个月以前发布,  丹竹头,11,2006,中
2842,70104,680,龙岗,万科城一期  , 4室1厅 ,97, 东北 , 其他 ,1,13,49, 9个月以前发布,  坂田,11,2004,中
2843,53713,400,龙岗,万科翰邻城  , 2室2厅 ,74.47, 南 , 简装,0,5,49, 10个月以前发布,  中心城北,28,2011,低
2844,34483,155,龙岗,国展苑  , 2室1厅 ,44.95, 东南 , 简装 ,1,73,49, 8个月以前发布,  布吉关,30,1997,高
2845,72927,640,龙岗,星河银湖谷  , 4室1厅 ,87.76, 东南 , 毛坯,0,1,49, 5个月以前发布,  坂田,48,2016,高
